"SA2_CODE21","SA2_NAME21","SA3_NAME21","SA4_NAME21","population","AREASQKM21","provider_type","provider_note","is_provider_confirmed","is_metro","irsd_score","irsd_decile","irsad_score","irsad_decile","ier_score","ier_decile","ieo_score","ieo_decile","median_hhd_inc_weekly_2021","median_hhd_inc_annual_2021","median_hhd_inc_annual_adj","bill_usage_only","bill_usage_supply","bill_owner_metro","bill_owner_country","bill_owner_blended","water_cost_burden_ratio","burden_ratio_renter","burden_ratio_owner_metro","burden_ratio_owner_country","burden_tier_abs","burden_tier_rel","estimated_hardship_need","hardship_priority_score","top_critical_driver","top_critical_driver_shap","water_cost_burden_pct","burden_ratio_owner_metro_pct","burden_ratio_owner_country_pct","burden_ratio_renter_pct","hardship_priority_pct","tier_order_rel","tier_order_abs","hardship_priority_flag"
"405041125","Moonta","Yorke Peninsula","Barossa - Yorke - Mid North","5217.0","271.9202","SA Water","","0","0","938.0","2.0","904.0","2.0","965.0","3.0","884.0","1.0","965","50180","57333.0","472.63","787.03","1160.23","1343.83","1343.83","0.023439","0.013727","0.020237","0.023439","Moderate","Critical","29.0","5.3457","IRSAD (Adv/Disadv)","0.1073452633475497","2.34","2.02","2.34","1.37","534.57","1","3","1"
"405041126","Wallaroo","Yorke Peninsula","Barossa - Yorke - Mid North","4426.0","146.5314","SA Water","","0","0","891.0","1.0","871.0","1.0","923.0","2.0","856.0","1.0","916","47632","54422.0","472.63","787.03","1160.23","1343.83","1343.83","0.024693","0.014462","0.021319","0.024693","Moderate","Critical","24.6","6.2975","IRSAD (Adv/Disadv)","0.1345607030858537","2.47","2.13","2.47","1.45","629.75","1","3","1"
"405041127","Yorke Peninsula - North","Yorke Peninsula","Barossa - Yorke - Mid North","7458.0","3654.3884","SA Water","","0","0","955.0","3.0","921.0","2.0","961.0","3.0","915.0","2.0","1003","52156","59590.0","472.63","787.03","1160.23","1343.83","1343.83","0.022551","0.013207","0.01947","0.022551","Moderate","Critical","41.4","4.6717","IRSAD (Adv/Disadv)","0.1007074243506838","2.26","1.95","2.26","1.32","467.17","1","3","1"
"405041128","Yorke Peninsula - South","Yorke Peninsula","Barossa - Yorke - Mid North","4142.0","2273.834","SA Water","","0","0","946.0","2.0","911.0","2.0","962.0","3.0","900.0","2.0","891","46332","52936.0","472.63","787.03","1160.23","1343.83","1343.83","0.025386","0.014868","0.021918","0.025386","Moderate","Critical","23.0","6.8235","IRSAD (Adv/Disadv)","0.1136533894014695","2.54","2.19","2.54","1.49","682.35","1","3","1"
"406011129","Ceduna","Eyre Peninsula and South West","South Australia - Outback","2697.0","413.3374","SA Water","","0","0","946.0","2.0","924.0","2.0","929.0","2.0","918.0","2.0","1406","73112","83534.0","472.63","787.03","1160.23","1343.83","1343.83","0.016087","0.009422","0.013889","0.016087","Low","Moderate","3.7","1.7382","IRSAD (Adv/Disadv)","-0.0372441269559295","1.61","1.39","1.61","0.94","173.82","3","4","0"
"406011130","Eyre Peninsula","Eyre Peninsula and South West","South Australia - Outback","6824.0","7228.3655","SA Water","","0","0","1008.0","5.0","965.0","4.0","1000.0","5.0","955.0","4.0","1308","68016","77711.0","472.63","787.03","1160.23","1343.83","1343.83","0.017293","0.010128","0.01493","0.017293","Low","Moderate","9.5","1.9324","IER (Econ Resources)","-0.0998872076985192","1.73","1.49","1.73","1.01","193.24","3","4","0"
"406011131","Kimba - Cleve - Franklin Harbour","Eyre Peninsula and South West","South Australia - Outback","4201.0","15184.3968","SA Water","","0","0","990.0","4.0","953.0","4.0","990.0","5.0","948.0","4.0","1176","61152","69869.0","472.63","787.03","1160.23","1343.83","1343.83","0.019234","0.011264","0.016606","0.019234","Low","High","11.7","2.7321","IRSAD (Adv/Disadv)","-0.0792908740446909","1.92","1.66","1.92","1.13","273.21","2","4","1"
"406011132","Le Hunte - Elliston","Eyre Peninsula and South West","South Australia - Outback","2122.0","11387.2463","SA Water","","0","0","984.0","4.0","961.0","4.0","973.0","4.0","971.0","5.0","1235","64220","73374.0","472.63","787.03","1160.23","1343.83","1343.83","0.018315","0.010726","0.015813","0.018315","Low","High","5.9","2.2403","IEO (Education/Occ)","-0.0865614009159779","1.83","1.58","1.83","1.07","224.03","2","4","1"
"406011133","Port Lincoln","Eyre Peninsula and South West","South Australia - Outback","16307.0","136.2831","SA Water","","0","0","962.0","3.0","926.0","2.0","953.0","3.0","906.0","2.0","1301","67652","77295.0","472.63","787.03","1160.23","1343.83","1343.83","0.017386","0.010182","0.01501","0.017386","Low","Moderate","22.6","1.9474","Population","-0.0924214066969438","1.74","1.5","1.74","1.02","194.74","3","4","0"
"406011134","West Coast (SA)","Eyre Peninsula and South West","South Australia - Outback","3646.0","31877.8466","SA Water","","0","0","949.0","3.0","934.0","3.0","924.0","2.0","930.0","3.0","1148","59696","68205.0","472.63","787.03","1160.23","1343.83","1343.83","0.019703","0.011539","0.017011","0.019703","Low","High","10.1","2.9831","IRSAD (Adv/Disadv)","-0.0975211445165199","1.97","1.7","1.97","1.15","298.31","2","4","1"
"406011135","Western","Eyre Peninsula and South West","South Australia - Outback","136.0","168946.0226","SA Water","","0","0","644.0","1.0","823.0","1.0","641.0","1.0","1043.0","7.0","1312","68224","77949.0","472.63","787.03","1160.23","1343.83","1343.83","0.01724","0.010097","0.014884","0.01724","Low","Moderate","0.2","1.9239","IEO (Education/Occ)","-0.1308749452007753","1.72","1.49","1.72","1.01","192.39","3","4","0"
"406011136","Whyalla","Eyre Peninsula and South West","South Australia - Outback","21154.0","40.8706","SA Water","","0","0","882.0","1.0","868.0","1.0","879.0","1.0","865.0","1.0","1188","61776","70582.0","472.63","787.03","1160.23","1343.83","1343.83","0.019039","0.011151","0.016438","0.019039","Low","High","58.7","2.6278","Population","-0.2380277801711688","1.9","1.64","1.9","1.12","262.78","2","4","1"
"406011137","Whyalla - North","Eyre Peninsula and South West","South Australia - Outback","","80.449","SA Water","","0","0","","","","","","","","","0","0","","472.63","787.03","1160.23","1343.83","1343.83","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
"406021138","APY Lands","Outback - North and East","South Australia - Outback","2333.0","102359.1511","SA Water","","0","0","496.0","1.0","706.0","1.0","519.0","1.0","889.0","1.0","1266","65832","75216.0","472.63","787.03","1160.23","1343.83","1343.83","0.017866","0.010464","0.015425","0.017866","Low","High","6.5","2.0","IRSAD (Adv/Disadv)","0.0963255321898201","1.79","1.54","1.79","1.05","200.0","2","4","1"
"406021139","Coober Pedy","Outback - North and East","South Australia - Outback","1566.0","77.6795","Council","District Council of Coober Pedy reticulates its own water supply","1","0","868.0","1.0","868.0","1.0","832.0","1.0","868.0","1.0","764","39728","45391.0","","","","","","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
"406021140","Quorn - Lake Gilles","Outback - North and East","South Australia - Outback","2142.0","26107.329","SA Water","","0","0","940.0","2.0","914.0","2.0","945.0","3.0","897.0","2.0","1047","54444","62205.0","472.63","787.03","1160.23","1343.83","1343.83","0.021603","0.012652","0.018652","0.021603","Moderate","High","5.9","4.0","IRSAD (Adv/Disadv)","0.0566304247094502","2.16","1.87","2.16","1.27","400.0","2","3","1"
"406021141","Outback","Outback - North and East","South Australia - Outback","2030.0","513391.3333","SA Water","","0","0","942.0","2.0","926.0","3.0","901.0","1.0","912.0","2.0","1214","63128","72126.0","472.63","787.03","1160.23","1343.83","1343.83","0.018632","0.010912","0.016086","0.018632","Low","High","5.6","2.41","IRSAD (Adv/Disadv)","-0.081317743210337","1.86","1.61","1.86","1.09","241.0","2","4","1"
"406021142","Port Augusta","Outback - North and East","South Australia - Outback","13515.0","253.9025","SA Water","","0","0","885.0","1.0","874.0","1.0","889.0","1.0","869.0","1.0","1277","66404","75869.0","472.63","787.03","1160.23","1343.83","1343.83","0.017713","0.010374","0.015293","0.017713","Low","Moderate","18.8","2.0","Population","-0.1188051941358773","1.77","1.53","1.77","1.04","200.0","3","4","0"
"406021143","Roxby Downs","Outback - North and East","South Australia - Outback","3976.0","288.3624","SA Water","","0","0","1048.0","7.0","1004.0","6.0","1010.0","6.0","919.0","3.0","3140","163280","186554.0","472.63","787.03","1160.23","1343.83","1343.83","0.007203","0.004219","0.006219","0.007203","Low","Low","1.4","0.25","IER (Econ Resources)","-0.0887259160623672","0.72","0.62","0.72","0.42","25.0","4","4","0"
"407011144","Goolwa - Port Elliot","Fleurieu - Kangaroo Island","South Australia - South East","12516.0","180.8689","SA Water","","0","0","965.0","3.0","928.0","3.0","971.0","4.0","928.0","3.0","970","50440","57630.0","472.63","787.03","1160.23","1343.83","1343.83","0.023318","0.013657","0.020132","0.023318","Moderate","Critical","69.5","5.2539","IRSAD (Adv/Disadv)","-0.0597113649427054","2.33","2.01","2.33","1.37","525.39","1","3","1"
"407011145","Kangaroo Island","Fleurieu - Kangaroo Island","South Australia - South East","4894.0","4400.7382","SA Water","","0","0","991.0","4.0","952.0","4.0","982.0","4.0","945.0","4.0","1128","58656","67017.0","472.63","787.03","1160.23","1343.83","1343.83","0.020052","0.011744","0.017312","0.020052","Moderate","High","13.6","3.1699","IRSAD (Adv/Disadv)","-0.0859804224079976","2.01","1.73","2.01","1.17","316.99","2","3","1"
"407011146","Strathalbyn","Fleurieu - Kangaroo Island","South Australia - South East","7871.0","155.7859","SA Water","","0","0","995.0","5.0","952.0","4.0","1018.0","6.0","939.0","3.0","1277","66404","75869.0","472.63","787.03","1160.23","1343.83","1343.83","0.017713","0.010374","0.015293","0.017713","Low","Moderate","10.9","2.0","IER (Econ Resources)","-0.1176535308872965","1.77","1.53","1.77","1.04","200.0","3","4","0"
"407011147","Strathalbyn Surrounds","Fleurieu - Kangaroo Island","South Australia - South East","7969.0","1517.7954","SA Water","","0","0","1015.0","6.0","978.0","5.0","1053.0","8.0","960.0","4.0","1479","76908","87871.0","472.63","787.03","1160.23","1343.83","1343.83","0.015293","0.008957","0.013204","0.015293","Low","Moderate","11.1","1.6104","IER (Econ Resources)","-0.0995440711703609","1.53","1.32","1.53","0.9","161.04","3","4","0"
"407011148","Victor Harbor","Fleurieu - Kangaroo Island","South Australia - South East","15847.0","128.2644","SA Water","","0","0","961.0","3.0","925.0","2.0","968.0","4.0","924.0","3.0","977","50804","58046.0","472.63","787.03","1160.23","1343.83","1343.83","0.023151","0.013559","0.019988","0.023151","Moderate","Critical","88.0","5.1271","IRSD (Disadvantage)","0.0835518634959493","2.32","2.0","2.32","1.36","512.71","1","3","1"
"407011149","Yankalilla","Fleurieu - Kangaroo Island","South Australia - South East","6498.0","980.1341","SA Water","","0","0","984.0","4.0","949.0","3.0","997.0","5.0","946.0","4.0","1082","56264","64284.0","472.63","787.03","1160.23","1343.83","1343.83","0.020905","0.012243","0.018049","0.020905","Moderate","High","18.0","3.6264","IER (Econ Resources)","-0.0788027960318497","2.09","1.8","2.09","1.22","362.64","2","3","1"
"407021150","Grant","Limestone Coast","South Australia - South East","6138.0","1690.9302","SA Water","","0","0","1012.0","6.0","963.0","4.0","1045.0","8.0","920.0","3.0","1582","82264","93990.0","472.63","787.03","1160.23","1343.83","1343.83","0.014298","0.008374","0.012344","0.014298","Low","Moderate","8.5","1.4503","IER (Econ Resources)","-0.1191434599756793","1.43","1.23","1.43","0.84","145.03","3","4","0"
"407021151","Kingston - Robe","Limestone Coast","South Australia - South East","3872.0","4431.5114","SA Water","","0","0","995.0","5.0","959.0","4.0","994.0","5.0","932.0","3.0","1200","62400","71295.0","472.63","787.03","1160.23","1343.83","1343.83","0.018849","0.011039","0.016274","0.018849","Low","High","10.7","2.5261","IRSAD (Adv/Disadv)","-0.07524779235253","1.88","1.63","1.88","1.1","252.61","2","4","1"
"407021152","Millicent","Limestone Coast","South Australia - South East","5245.0","177.4315","SA Water","","0","0","905.0","2.0","870.0","1.0","926.0","2.0","854.0","1.0","988","51376","58699.0","472.63","787.03","1160.23","1343.83","1343.83","0.022894","0.013408","0.019766","0.022894","Moderate","Critical","29.1","4.9321","IRSAD (Adv/Disadv)","0.1259303287980831","2.29","1.98","2.29","1.34","493.21","1","3","1"
"407021154","Naracoorte","Limestone Coast","South Australia - South East","6293.0","115.23","SA Water","","0","0","952.0","3.0","923.0","2.0","963.0","3.0","895.0","2.0","1377","71604","81811.0","472.63","787.03","1160.23","1343.83","1343.83","0.016426","0.00962","0.014182","0.016426","Low","Moderate","8.7","1.7928","Population","-0.061464917385323","1.64","1.42","1.64","0.96","179.28","3","4","0"
"407021155","Naracoorte Surrounds","Limestone Coast","South Australia - South East","2395.0","4404.485","SA Water","","0","0","1044.0","7.0","1018.0","6.0","1049.0","8.0","1021.0","7.0","1632","84864","96961.0","472.63","787.03","1160.23","1343.83","1343.83","0.013859","0.008117","0.011966","0.013859","Low","Moderate","3.3","1.3796","IRSAD (Adv/Disadv)","-0.0765301168501296","1.39","1.2","1.39","0.81","137.96","3","4","0"
"407021156","Penola","Limestone Coast","South Australia - South East","3107.0","1514.3964","SA Water","","0","0","952.0","3.0","924.0","2.0","973.0","4.0","919.0","3.0","1314","68328","78068.0","472.63","787.03","1160.23","1343.83","1343.83","0.017214","0.010081","0.014862","0.017214","Low","Moderate","4.3","1.9197","Population","-0.0491941529403317","1.72","1.49","1.72","1.01","191.97","3","4","0"
"407021157","Tatiara","Limestone Coast","South Australia - South East","6891.0","6527.2342","SA Water","","0","0","982.0","4.0","950.0","3.0","1004.0","6.0","926.0","3.0","1470","76440","87336.0","472.63","787.03","1160.23","1343.83","1343.83","0.015387","0.009012","0.013285","0.015387","Low","Moderate","9.6","1.6256","IER (Econ Resources)","-0.109228189626581","1.54","1.33","1.54","0.9","162.56","3","4","0"
"407021158","Wattle Range","Limestone Coast","South Australia - South East","3470.0","2281.8815","SA Water","","0","0","987.0","4.0","945.0","3.0","1008.0","6.0","923.0","3.0","1351","70252","80266.0","472.63","787.03","1160.23","1343.83","1343.83","0.016742","0.009805","0.014455","0.016742","Low","Moderate","4.8","1.8437","IER (Econ Resources)","-0.1291285729727105","1.67","1.45","1.67","0.98","184.37","3","4","0"
"407021173","Mount Gambier - East","Limestone Coast","South Australia - South East","14947.0","66.7535","SA Water","","0","0","941.0","2.0","907.0","2.0","951.0","3.0","887.0","1.0","1348","70096","80088.0","472.63","787.03","1160.23","1343.83","1343.83","0.016779","0.009827","0.014487","0.016779","Low","Moderate","20.7","1.8496","Population","-0.122709016057586","1.68","1.45","1.68","0.98","184.96","3","4","0"
"407021174","Mount Gambier - West","Limestone Coast","South Australia - South East","14499.0","126.5343","SA Water","","0","0","931.0","2.0","899.0","2.0","932.0","2.0","889.0","1.0","1210","62920","71889.0","472.63","787.03","1160.23","1343.83","1343.83","0.018693","0.010948","0.016139","0.018693","Low","High","40.2","2.4426","Population","-0.1192593378141135","1.87","1.61","1.87","1.09","244.26","2","4","1"
"407031159","Barmera","Murray and Mallee","South Australia - South East","6401.0","856.1907","SA Water","","0","0","937.0","2.0","908.0","2.0","966.0","3.0","886.0","1.0","1245","64740","73968.0","472.63","787.03","1160.23","1343.83","1343.83","0.018168","0.01064","0.015686","0.018168","Low","High","17.8","2.1616","Population","-0.0596092686328208","1.82","1.57","1.82","1.06","216.16","2","4","1"
"407031160","Berri","Murray and Mallee","South Australia - South East","4143.0","12.0822","SA Water","","0","0","860.0","1.0","854.0","1.0","871.0","1.0","876.0","1.0","1039","54028","61729.0","472.63","787.03","1160.23","1343.83","1343.83","0.02177","0.01275","0.018796","0.02177","Moderate","Critical","23.0","4.0789","Population","0.135915090179932","2.18","1.88","2.18","1.27","407.89","1","3","1"
"407031161","Karoonda - Lameroo","Murray and Mallee","South Australia - South East","2921.0","10548.6359","SA Water","","0","0","984.0","4.0","952.0","4.0","982.0","4.0","945.0","4.0","1189","61828","70641.0","472.63","787.03","1160.23","1343.83","1343.83","0.019023","0.011141","0.016424","0.019023","Low","High","8.1","2.6192","IRSAD (Adv/Disadv)","-0.0727620821475595","1.9","1.64","1.9","1.11","261.92","2","4","1"
"407031162","Loxton","Murray and Mallee","South Australia - South East","5575.0","146.0888","SA Water","","0","0","965.0","3.0","929.0","3.0","969.0","4.0","918.0","3.0","1208","62816","71770.0","472.63","787.03","1160.23","1343.83","1343.83","0.018724","0.010966","0.016166","0.018724","Low","High","15.5","2.4592","IRSAD (Adv/Disadv)","-0.0836980287832014","1.87","1.62","1.87","1.1","245.92","2","4","1"
"407031163","Loxton Surrounds","Murray and Mallee","South Australia - South East","1742.0","4790.3357","SA Water","","0","0","984.0","4.0","957.0","4.0","1003.0","6.0","946.0","4.0","1300","67600","77236.0","472.63","787.03","1160.23","1343.83","1343.83","0.017399","0.01019","0.015022","0.017399","Low","Moderate","2.4","1.9495","IER (Econ Resources)","-0.0929519059981534","1.74","1.5","1.74","1.02","194.95","3","4","0"
"407031164","Mannum","Murray and Mallee","South Australia - South East","6594.0","3287.9008","SA Water","","0","0","914.0","2.0","884.0","1.0","950.0","3.0","882.0","1.0","901","46852","53530.0","472.63","787.03","1160.23","1343.83","1343.83","0.025104","0.014703","0.021674","0.025104","Moderate","Critical","36.6","6.6095","IRSAD (Adv/Disadv)","0.1058027778365929","2.51","2.17","2.51","1.47","660.95","1","3","1"
"407031165","Murray Bridge","Murray and Mallee","South Australia - South East","18243.0","97.5456","SA Water","","0","0","873.0","1.0","852.0","1.0","907.0","1.0","839.0","1.0","1077","56004","63987.0","472.63","787.03","1160.23","1343.83","1343.83","0.021002","0.0123","0.018132","0.021002","Moderate","High","50.6","3.6784","Population","-0.2063121501639811","2.1","1.81","2.1","1.23","367.84","2","3","1"
"407031166","Murray Bridge Surrounds","Murray and Mallee","South Australia - South East","3732.0","1924.5348","SA Water","","0","0","986.0","4.0","942.0","3.0","1007.0","6.0","925.0","3.0","1294","67288","76879.0","472.63","787.03","1160.23","1343.83","1343.83","0.01748","0.010237","0.015092","0.01748","Low","Moderate","5.2","1.9625","IER (Econ Resources)","-0.1223589903974345","1.75","1.51","1.75","1.02","196.25","3","4","0"
"407031167","Renmark","Murray and Mallee","South Australia - South East","4705.0","14.6561","SA Water","","0","0","863.0","1.0","858.0","1.0","882.0","1.0","859.0","1.0","1017","52884","60422.0","472.63","787.03","1160.23","1343.83","1343.83","0.022241","0.013026","0.019202","0.022241","Moderate","Critical","26.1","4.4364","IRSAD (Adv/Disadv)","0.1365638443287247","2.22","1.92","2.22","1.3","443.64","1","3","1"
"407031168","Renmark Surrounds","Murray and Mallee","South Australia - South East","5080.0","901.7859","SA Water","","0","0","978.0","4.0","937.0","3.0","1011.0","6.0","897.0","2.0","1459","75868","86682.0","472.63","787.03","1160.23","1343.83","1343.83","0.015503","0.00908","0.013385","0.015503","Low","Moderate","7.1","1.6442","IER (Econ Resources)","-0.1333269936892112","1.55","1.34","1.55","0.91","164.42","3","4","0"
"407031169","The Coorong","Murray and Mallee","South Australia - South East","5473.0","8644.9956","SA Water","","0","0","939.0","2.0","911.0","2.0","956.0","3.0","910.0","2.0","1085","56420","64462.0","472.63","787.03","1160.23","1343.83","1343.83","0.020847","0.012209","0.017999","0.020847","Moderate","High","15.2","3.5954","Population","-0.0456776014954469","2.08","1.8","2.08","1.22","359.54","2","3","1"
"407031170","Waikerie","Murray and Mallee","South Australia - South East","6646.0","5557.8467","SA Water","","0","0","926.0","2.0","893.0","2.0","950.0","3.0","874.0","1.0","1027","53404","61016.0","472.63","787.03","1160.23","1343.83","1343.83","0.022024","0.012899","0.019015","0.022024","Moderate","Critical","36.9","4.2717","IRSAD (Adv/Disadv)","0.1162086853955765","2.2","1.9","2.2","1.29","427.17","1","3","1"
"497979799","Migratory - Offshore - Shipping (SA)","Migratory - Offshore - Shipping (SA)","Migratory - Offshore - Shipping (SA)","","","SA Water","","0","0","","","","","","","","","0","0","","472.63","787.03","1160.23","1343.83","1343.83","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
"499999499","No usual address (SA)","No usual address (SA)","No usual address (SA)","","","SA Water","","0","0","","","","","","","","","0","0","","472.63","787.03","1160.23","1343.83","1343.83","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
