SA2_CODE21,SA2_NAME21,SA3_NAME21,SA4_NAME21,population,AREASQKM21,provider_type,provider_note,is_provider_confirmed,is_metro,irsd_score,irsd_decile,irsad_score,irsad_decile,ier_score,ier_decile,ieo_score,ieo_decile,median_hhd_inc_weekly_2021,median_hhd_inc_annual_2021,median_hhd_inc_annual_adj,bill_usage_only,bill_usage_supply,bill_owner_metro,bill_owner_country,bill_owner_blended,water_cost_burden_ratio,burden_ratio_renter,burden_ratio_owner_metro,burden_ratio_owner_country,burden_tier_abs,burden_tier_rel,estimated_hardship_need,hardship_priority_score,water_stress_index,stress_pct_rank,stress_tier
407021152,Millicent,Limestone Coast,South Australia - South East,5245.0,177.4315,SA Water,,False,False,905.0,2.0,870.0,1.0,926.0,2.0,854.0,1.0,988,51376,58699.0,472.63,787.03,1160.23,1343.83,1343.83,0.022894,0.013408,0.019766,0.022894,Moderate,Critical,29.1,4.9321,2427.689,0.7898,Critical
407021154,Naracoorte,Limestone Coast,South Australia - South East,6293.0,115.23,SA Water,,False,False,952.0,3.0,923.0,2.0,963.0,3.0,895.0,2.0,1377,71604,81811.0,472.63,787.03,1160.23,1343.83,1343.83,0.016426,0.00962,0.014182,0.016426,Low,Moderate,8.7,1.7928,2334.4133,0.5994,High
407021155,Naracoorte Surrounds,Limestone Coast,South Australia - South East,2395.0,4404.485,SA Water,,False,False,1044.0,7.0,1018.0,6.0,1049.0,8.0,1021.0,7.0,1632,84864,96961.0,472.63,787.03,1160.23,1343.83,1343.83,0.013859,0.008117,0.011966,0.013859,Low,Moderate,3.3,1.3796,2143.0315,0.1364,Low
407021156,Penola,Limestone Coast,South Australia - South East,3107.0,1514.3964,SA Water,,False,False,952.0,3.0,924.0,2.0,973.0,4.0,919.0,3.0,1314,68328,78068.0,472.63,787.03,1160.23,1343.83,1343.83,0.017214,0.010081,0.014862,0.017214,Low,Moderate,4.3,1.9197,2310.4214,0.5256,High
407021157,Tatiara,Limestone Coast,South Australia - South East,6891.0,6527.2342,SA Water,,False,False,982.0,4.0,950.0,3.0,1004.0,6.0,926.0,3.0,1470,76440,87336.0,472.63,787.03,1160.23,1343.83,1343.83,0.015387,0.009012,0.013285,0.015387,Low,Moderate,9.6,1.6256,2239.0837,0.3409,Moderate
407021158,Wattle Range,Limestone Coast,South Australia - South East,3470.0,2281.8815,SA Water,,False,False,987.0,4.0,945.0,3.0,1008.0,6.0,923.0,3.0,1351,70252,80266.0,472.63,787.03,1160.23,1343.83,1343.83,0.016742,0.009805,0.014455,0.016742,Low,Moderate,4.8,1.8437,2230.1984,0.3153,Moderate
407021173,Mount Gambier - East,Limestone Coast,South Australia - South East,14947.0,66.7535,SA Water,,False,False,941.0,2.0,907.0,2.0,951.0,3.0,887.0,1.0,1348,70096,80088.0,472.63,787.03,1160.23,1343.83,1343.83,0.016779,0.009827,0.014487,0.016779,Low,Moderate,20.7,1.8496,2363.8696,0.6989,High
407021174,Mount Gambier - West,Limestone Coast,South Australia - South East,14499.0,126.5343,SA Water,,False,False,931.0,2.0,899.0,2.0,932.0,2.0,889.0,1.0,1210,62920,71889.0,472.63,787.03,1160.23,1343.83,1343.83,0.018693,0.010948,0.016139,0.018693,Low,High,40.2,2.4426,2412.0601,0.7699,Critical
407031159,Barmera,Murray and Mallee,South Australia - South East,6401.0,856.1907,SA Water,,False,False,937.0,2.0,908.0,2.0,966.0,3.0,886.0,1.0,1245,64740,73968.0,472.63,787.03,1160.23,1343.83,1343.83,0.018168,0.01064,0.015686,0.018168,Low,High,17.8,2.1616,2327.1636,0.5767,High
407031160,Berri,Murray and Mallee,South Australia - South East,4143.0,12.0822,SA Water,,False,False,860.0,1.0,854.0,1.0,871.0,1.0,876.0,1.0,1039,54028,61729.0,472.63,787.03,1160.23,1343.83,1343.83,0.02177,0.01275,0.018796,0.02177,Moderate,Critical,23.0,4.0789,2580.9874,0.9034,Critical
407031161,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,2921.0,10548.6359,SA Water,,False,False,984.0,4.0,952.0,4.0,982.0,4.0,945.0,4.0,1189,61828,70641.0,472.63,787.03,1160.23,1343.83,1343.83,0.019023,0.011141,0.016424,0.019023,Low,High,8.1,2.6192,2289.2464,0.4858,Moderate
407031162,Loxton,Murray and Mallee,South Australia - South East,5575.0,146.0888,SA Water,,False,False,965.0,3.0,929.0,3.0,969.0,4.0,918.0,3.0,1208,62816,71770.0,472.63,787.03,1160.23,1343.83,1343.83,0.018724,0.010966,0.016166,0.018724,Low,High,15.5,2.4592,2319.9587,0.5568,High
407031163,Loxton Surrounds,Murray and Mallee,South Australia - South East,1742.0,4790.3357,SA Water,,False,False,984.0,4.0,957.0,4.0,1003.0,6.0,946.0,4.0,1300,67600,77236.0,472.63,787.03,1160.23,1343.83,1343.83,0.017399,0.01019,0.015022,0.017399,Low,Moderate,2.4,1.9495,2241.3161,0.3494,Moderate
407031164,Mannum,Murray and Mallee,South Australia - South East,6594.0,3287.9008,SA Water,,False,False,914.0,2.0,884.0,1.0,950.0,3.0,882.0,1.0,901,46852,53530.0,472.63,787.03,1160.23,1343.83,1343.83,0.025104,0.014703,0.021674,0.025104,Moderate,Critical,36.6,6.6095,2366.3579,0.7074,High
407031165,Murray Bridge,Murray and Mallee,South Australia - South East,18243.0,97.5456,SA Water,,False,False,873.0,1.0,852.0,1.0,907.0,1.0,839.0,1.0,1077,56004,63987.0,472.63,787.03,1160.23,1343.83,1343.83,0.021002,0.0123,0.018132,0.021002,Moderate,High,50.6,3.6784,2478.5447,0.8352,Critical
407031166,Murray Bridge Surrounds,Murray and Mallee,South Australia - South East,3732.0,1924.5348,SA Water,,False,False,986.0,4.0,942.0,3.0,1007.0,6.0,925.0,3.0,1294,67288,76879.0,472.63,787.03,1160.23,1343.83,1343.83,0.01748,0.010237,0.015092,0.01748,Low,Moderate,5.2,1.9625,2232.4131,0.3239,Moderate
407031167,Renmark,Murray and Mallee,South Australia - South East,4705.0,14.6561,SA Water,,False,False,863.0,1.0,858.0,1.0,882.0,1.0,859.0,1.0,1017,52884,60422.0,472.63,787.03,1160.23,1343.83,1343.83,0.022241,0.013026,0.019202,0.022241,Moderate,Critical,26.1,4.4364,2548.7982,0.8807,Critical
407031168,Renmark Surrounds,Murray and Mallee,South Australia - South East,5080.0,901.7859,SA Water,,False,False,978.0,4.0,937.0,3.0,1011.0,6.0,897.0,2.0,1459,75868,86682.0,472.63,787.03,1160.23,1343.83,1343.83,0.015503,0.00908,0.013385,0.015503,Low,Moderate,7.1,1.6442,2223.5806,0.2926,Moderate
407031169,The Coorong,Murray and Mallee,South Australia - South East,5473.0,8644.9956,SA Water,,False,False,939.0,2.0,911.0,2.0,956.0,3.0,910.0,2.0,1085,56420,64462.0,472.63,787.03,1160.23,1343.83,1343.83,0.020847,0.012209,0.017999,0.020847,Moderate,High,15.2,3.5954,2351.5063,0.6705,High
407031170,Waikerie,Murray and Mallee,South Australia - South East,6646.0,5557.8467,SA Water,,False,False,926.0,2.0,893.0,2.0,950.0,3.0,874.0,1.0,1027,53404,61016.0,472.63,787.03,1160.23,1343.83,1343.83,0.022024,0.012899,0.019015,0.022024,Moderate,Critical,36.9,4.2717,2366.3579,0.7074,High
497979799,Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),,,SA Water,,False,False,,,,,,,,,0,0,,472.63,787.03,1160.23,1343.83,1343.83,,,,,Unknown,Unknown,,,,0.9744,Critical
499999499,No usual address (SA),No usual address (SA),No usual address (SA),,,SA Water,,False,False,,,,,,,,,0,0,,472.63,787.03,1160.23,1343.83,1343.83,,,,,Unknown,Unknown,,,,0.9744,Critical
